Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
,HORTICULTURE,Fruits,Pomegranate,"	Plant Protection	",asked about pest management in  Pomogranate,Recommended to Spray 0.3 ml. Imidacloprid 17.8 SL. in a lit. water.,KARNATAKA,BELGAUM,ATHNI,30:12.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report .,Thunderstorms developing in the afternoon. High 31ï¿½ï¿½C. Winds WNW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,53:42.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Thunderstorms. High 28ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain 100%.WINDW 13 km/hHUMIDITY76%UV INDEX8 of 10SUN06:0019:07WEATHER ,KARNATAKA,BELGAUM,CHIKODI,08:32.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of ATHNI TALUK,"Precipitation is 40%. cloudy weather and there is chances of occurrence of scattered rainfall today. Please contact varuna mitra for further information: 08022211118, 1800220161,08022235675, 9243345433.",KARNATAKA,BELGAUM,ATHNI,55:37.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of   parasagada taluk,Thunderstorms. High 29ï¿½ï¿½C. Winds W at 15 to 30 km/h. Chance of rain ,KARNATAKA,BELGAUM,PARASGAD,09:57.3
,HORTICULTURE,Fruits,Banana,"Water Management, Micro Irrigation",Asked about water management in banana,Suggested that Irrigate the plants at 4 - 5 days interval depending on soil type.,KARNATAKA,BELGAUM,RAYBAG,11:23.4
,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",rotting disease in brinjal crop,For more details contact GKVK-Crop Protection helpline number 8023330984,KARNATAKA,BELGAUM,KHANAPUR,24:10.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report .,Thunderstorms. High 29ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain 1,KARNATAKA,BELGAUM,GOKAK,35:04.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report .,For more information  contact VARUNA MITRA - 08067735999,KARNATAKA,BELGAUM,GOKAK,36:28.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Scattered thunderstorms. High 27ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain 50%.WINDWSW 19 km/hHUMIDITY75%UV INDEX9 o,KARNATAKA,BELGAUM,GOKAK,11:05.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Partly cloudy, with a possible thunderstorm. High 30ï¿½ï¿½C. Winds WNW at 10 to 15 km/h. Chance of rain 30%.WINDWNW 11 km/hHUMIDITY65%UV INDEX8 o",KARNATAKA,BELGAUM,RAYBAG,24:17.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Thunderstorms. High 29ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,RAMDURG,04:35.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Precipitation is 80%. cloudy weather and there is chances of occurrence of scattered rainfall today. Please contact varuna mitra for further information: 08067735999,KARNATAKA,BELGAUM,ATHNI,33:15.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk  Athani,Thunderstorms. High 30ï¿½ï¿½C. Winds WNW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,33:30.6
,AGRICULTURE,Oilseeds,Soybean (bhat),Nutrient Management,nutrient management in soyabean crop,spray multiplex 3 ml per liter of water,KARNATAKA,BELGAUM,HUKERI,00:35.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of CHIKODI taluk,Thunderstorms. High 27ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain 1,KARNATAKA,BELGAUM,CHIKODI,11:47.9
,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Asked about Nutrient management in cotton.,"Apply 50% nitrogen ( 30 kg), entire phosphorous ( 30 kg) and potash ( 30 kg) fertilizers at the time of sowing. Remaining 50% nitrogen ( 30 kg) to give in 3 splits i.e. 50 ,  80 and 110 days after sowing as topdressing.",KARNATAKA,BELGAUM,BELGAUM,30:44.2
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of Athni Taluk.,"Precipitation 100%,with thunderstorm and There is a chances of rain fall .for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,ATHNI,32:21.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report  parasgad,"Raichur, Karnataka 10 Day Weather14:26 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTODAY23 JUNScattered T-Storms30ï¿½ï¿½24ï¿½ï¿½50%W 10 km/h84%UV INDEXSUNRISESUNSETMOONRISEMOONSET10 of 1005:4918:5523:3410:43Scattered thunderstorms. High 30ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain 50%.TONIGHT23 JUNT-Storms--24ï¿½ï¿½80%SW 11 km/h84%UV INDEXSUNRISESUNSETMOONRISEMOONSET0 of 1005:4918:5523:3410:43Thunderstorms. Low 24ï¿½ï¿½C. Winds SW at 10 to 15 km/h.",KARNATAKA,BELGAUM,PARASGAD,35:06.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is a chance of  Precipitation 80% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,ATHNI,05:04.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is a chance of  Precipitation 80% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,ATHNI,29:32.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report .,Thunderstorms. High 29ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,RAMDURG,32:08.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report .,There is no occurence of rain today For more information  contact VARUNA MITRA - 08067735999,KARNATAKA,BELGAUM,ATHNI,38:17.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Partly cloudy weather and there is 80% chance of rain today.For accurate weather information please contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ,KARNATAKA,BELGAUM,ATHNI,45:00.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,DayDescriptionHigh / LowPrecipWindHumidityToday23 JUNT-Storms27ï¿½ï¿½22ï¿½ï¿½100%WSW 17 km/h 79%Mon24 JUNT-Storms29ï¿½ï¿½22ï¿½ï¿½80%WSW 18 km/h 76%Tue25 JUNPM T-Storms30ï¿½ï¿½23ï¿½ï¿½50%WSW 22 km/h 73%Wed26 JUNScattered T-Storms30ï¿½ï¿½22ï¿½ï¿½50%WSW 26 km/h 73%Thu27 JUNPM T-Storms29ï¿½ï¿½22ï¿½ï¿½60%W 29 km/h 73%Fri28 JUNT-Showers28ï¿½ï¿½22ï¿½ï¿½70%W 29 km/h 76%Sat29 JUNShowers28ï¿½ï¿½22ï¿½ï¿½50%W,KARNATAKA,BELGAUM,PARASGAD,47:39.0
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of Ramdurg Taluk.,"Precipitation 100%,with thunderstorm and There is a chances of rain fall .for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,RAMDURG,48:57.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report of  taluk,"Partly cloudy. There is a chances of rainfall with 80% precipitation and WIND has WSW 29 km/h and Highest temperature 31ï¿½ï¿½C. For more details regarding weather, contact varuna mitra 0806773",KARNATAKA,BELGAUM,PARASGAD,59:01.6
,AGRICULTURE,Others,Others,Cultural Practices,Asked for Animal husbandry helpline,"Animal husbandry & Veterinary18004250012, 08023417100, 08022866431, 08023410509",KARNATAKA,BELGAUM,PARASGAD,02:40.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is a chance of  Precipitation 80% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,ATHNI,33:49.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Rain and thunder. Low 21ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain 100%. Rainfall around 25 mm. Locally heavy rainfall possible.WINDW 11 km/hHUMIDITY92%UV INDEX0 of 10SUN06:0119:06WEATHER ,KARNATAKA,BELGAUM,BELGAUM,46:47.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is a chance of  Precipitation 80% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,ATHNI,51:06.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Rain and thunder. Low 21ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain 100%. Rainfall around 25 mm. Locally heavy rainfall possible.WINDW 11 km/hHUMIDITY92%UV INDEX0 of 10SUN06:0119:06WEATHER ,KARNATAKA,BELGAUM,ATHNI,55:42.4
,HORTICULTURE,Medicinal and Aromatic Plants,Tulsi,Seeds and Planting Material,Asked about horticulture help line.,Recommended to contact  IIHR ETIC GENERAL 8023086100,KARNATAKA,BELGAUM,ATHNI,24:21.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Thunderstorms. Low 24ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance of rain 100%.WINDWSW 13 km/hHUMIDITY85%UV INDEX0 of 10SUN05:5218:56WEATHER ,KARNATAKA,BELGAUM,ATHNI,46:49.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Thunderstorms. Low 22ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance of rain 100%. Locally heavy rainfall possible.WINDWSW 14 km/hHUMIDITY91%UV INDEX0 of 10SUN06:0019:03WEATHER ,KARNATAKA,BELGAUM,BYLAHONGAL,12:25.7
,HORTICULTURE,Vegetables,Tomato,Nutrient Management,Asked about weather report,Periods of light rain early. Low 22ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain 80%. Locally heavy rainfall possible.WINDWSW 20 km/h gusts to 29 km/hHUMIDITY88%UV INDEX0 o,KARNATAKA,BELGAUM,CHIKODI,26:03.1
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk,23 Jun029.5  / 22.083.0  / 93.01.924 Jun23.033.0  / 24.060.0  / 09.025 Jun9.032.0  / 23.074.0  / 09.026 Jun7.033.0  / 24.062.0  / 014.027 Jun16.033.0  / 23.063.0  / 018.028 Jun28.031.0  / 23.070.0  / 019.,KARNATAKA,BELGAUM,ATHNI,45:44.9
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk,Thunderstorms. Low 24ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance of rain 1,KARNATAKA,BELGAUM,CHIKODI,22:29.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report,18004250012,KARNATAKA,BELGAUM,HUKERI,56:23.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is a chance of  Precipitation 80% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,PARASGAD,27:24.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report,hunderstorms. Low 22ï¿½ï¿½C. Winds SW and variable. Chance of rain 80%. Locally heavy rainfall possible.WINDSW 6 km/hHUMIDITY96%UV INDEX0 of 10SUN06:0219:04WEATHER ,KARNATAKA,BELGAUM,HUKERI,54:55.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of  Athni,Thunderstorms. High 29ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,25:36.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni  taluk,"Precipitation 62%Mostly cloudy, a couple of showers and a thunderstorm",KARNATAKA,BELGAUM,ATHNI,24:13.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of belgaum taluk,"RealFeelï¿½ï¿½ 88ï¿½ï¿½Precipitation 61%A shower or thunderstorm in spots in the morning, then a couple of thunderstorm",KARNATAKA,BELGAUM,BYLAHONGAL,39:39.6
,HORTICULTURE,Vegetables,Onion,Seeds and Planting Material,Asked about varieties in  onion,"suggested that the varieties of onion is Improved varieties:Bellary Red, Pusa Red, Nasik Red, Arka Pragathi, Arka Nikethan, Arka Kalyan, N- 53, Telagi Red, Telagi White, Arka Pethambar, Arka Bindu, Sathara Local.",KARNATAKA,BELGAUM,RAMDURG,59:41.2
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk,"Partly Cloudy,There is no chances of rain fall next 3 days. for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,CHIKODI,43:44.4
,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Asked about sowing season &  Nutrient management of  cotton,"Nutrient managementIrrigated cotton-  sowing season : may - july  Recommended to Apply 50% nitrogen ( 30 kg), entire phosphorous ( 30 kg) and potash ( 30 kg) fertilizers at the time of sowing. Remaining 50% nitrogen ( 30 kg) to give in 3 splits i.e. 50 ,  80 and 110 days after sowing as topdressing.",KARNATAKA,BELGAUM,RAMDURG,21:01.2
,AGRICULTURE,Others,Others,Government Schemes,Asked about General information on pradhan mantri krishi samman nidhi yojana,"suggested that With a view to provide income support to all land holding eligible farmer families, the Government has launched PM-KISAN. The scheme aims to supplement the financial needs of the farmers in procuring various inputs to ensure proper crop health and appropriate yields, commensurate with the anticipated farm income.",KARNATAKA,BELGAUM,KHANAPUR,36:13.9
,AGRICULTURE,Millets,Maize (Makka),Nutrient Management,Asked about Nutrient management in maize,"Apply 20 kg nitrogen, 30 kg phosphorous and 16 kg potash fertilizers before sowing.Apply 40 kg. nitrogen as topdressing at 3 - 4 weeks after sowing in black soils.In red sand mixed soils, apply 20 kg nitrogen after 3 - 4 weeks after sowing and again 20 kg nitrogen at 6 - 7 weeks after sowing as topdressing.Apply the fertilizers 3 - 4'' away from seedlings with ring method of placement.Remove the tillers emerging from bottom of the plants.",KARNATAKA,BELGAUM,RAMDURG,38:06.6
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk,"Precipitation 62% Mostly cloudy, a couple of showers and a thunderstormFor more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,ATHNI,59:09.6
,AGRICULTURE,Others,Others,Nutrient Management,Asked about forest species,Adviced to contact near forest department,KARNATAKA,BELGAUM,HUKERI,02:38.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Partly cloudy weather and there is 80% chance of rain today.For accurate weather information please contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ,KARNATAKA,BELGAUM,GOKAK,51:34.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni  taluk,Humidity: 80%Pressure: 1006.50 mbUV Index: 3Cloud Cover: 91%Ceiling: 274 mDew Point: 23ï¿½ï¿½ CVisibility: 16 km FOR further details SUGGESTED to  the farmer to contact  VARUNA MITRA - 0806773,KARNATAKA,BELGAUM,ATHNI,59:16.5
,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,Asked about  Sowing season in blackgram,suggested to sow in june and before july15,KARNATAKA,BELGAUM,ATHNI,01:57.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of bylahongal  taluk,Thunderstorms. High 26ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,BYLAHONGAL,24:16.3
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management in   sugarcane,suggested to give sufficient water and fertilizers,KARNATAKA,BELGAUM,BYLAHONGAL,28:06.8
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk,"Precipitation 83%,with thunderstorm and There is a chances of rain fall .for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,HUKERI,01:13.6
,AGRICULTURE,Others,Others,Government Schemes,Asked about krishi pond,Adviced to contact near kvk,KARNATAKA,BELGAUM,GOKAK,05:29.3
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management in  sugarcane,suggested to apply 10:26:26 fertilizer 10-15kg per acre of land,KARNATAKA,BELGAUM,RAYBAG,17:20.8
,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",Asked about Plant Protection in  tomato,suggested to spray dimethoate 2ml in one liter of water,KARNATAKA,BELGAUM,RAYBAG,18:07.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of gokak taluk,Winds from the W10 km/hHumidity: 77%Pressure: 1010.00 mb ?UV Index: 2Cloud Cover: 91% FOR further details SUGGESTED to  the farmer to contact  VARUNA MITRA - 08067735999,KARNATAKA,BELGAUM,GOKAK,57:37.2
,AGRICULTURE,Oilseeds,Soybean (bhat),Varieties,Asked about varieties in,MAUS - 2 (Pooja)105 - 110258 - 10 (I)4 - 6 (R)KHSB - 2,KARNATAKA,BELGAUM,CHIKODI,21:56.6
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	","Cercospora leaf spotCircular spots on leaves, coalesce and drying of such leaves",1.0 g. Benomyl/lit. water 200 lit. spray solution required/acre/spray.,KARNATAKA,BELGAUM,BYLAHONGAL,25:16.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Ramdurg taluk,Partly cloudy with thunderstorms precipitation 80% there is a chance of rainfall today.for more information contact VARUNA MITRA WEATHER FORECAST HELPLINE NUMBER    08067735999,KARNATAKA,BELGAUM,RAMDURG,30:02.3
,HORTICULTURE,Condiments and Spices,Turmeric,Cultural Practices,Asked about cultural practices  in,"PlantingPrepare the land by ploughing and harrowing and bring it to fine tilth.Apply the entire quantity of farm yard manure at the time of ploughing and mix it well in the soil.Prepare beds of convenient size 30 feet apart.Plant the rhizome at 1.5 feet rows at a distance of 1 feet of apart.Treat the rhizomes with 0.3% Mancozeb or 3 gm Captan, 0.5 gm Streptocycline, 2 ml Chloropyriphos in  1 litre water. Dip the rhizomes 4 to 8 hours before planting.",KARNATAKA,BELGAUM,RAMDURG,08:43.9
,AGRICULTURE,Millets,Maize (Makka),Weed Management,Asked about Weed management in    MAIZE,"Weed managementSandy soils: Spray the soil on the same day or 1 day after sowing with 1 kg Atrazine 50% W.div. or 1 liter Pendimithalin 35%E.C. or 170 ml. Oxyfluorfen 23.5% E.C/ acre dissolved in 300 liters of water.Black soils: Spray the soil within 3 days after sowing with 1.2 kg Atrazine 50% Wp.or 1 liter Pendimithalin 35% E.C. or 170 ml.Oxyfluorfen 23.5% E.C/ acre dissolved in 300 liters of water.The soil should be fine tilth at the time of spray, do not trample the soil after spraying, there should be sufficient moisture in the soil.Most of the dicot and monocot weeds propagated by seeds are controlled.Intercultivate the crop 3 times, 15 days after sowing at 10 days interval.",KARNATAKA,BELGAUM,CHIKODI,40:12.7
,AGRICULTURE,Millets,Maize (Makka),Nutrient Management,ASKED ABOUT NUTRIENT MANAGEMENT IN MAIZE,"RECOMMENDED TO APPLY  DAP 45 Kg, POTASH 30 kg as a basal dose and after 35 to 40 days apply urea 35 kg per acre.",KARNATAKA,BELGAUM,ATHNI,59:54.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Precipitation 61%Cloudy,KARNATAKA,BELGAUM,ATHNI,13:36.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Athni taluk,Partly cloudy with thunderstorms precipitation 100% there is a chance of rainfall today.for more information contact VARUNA MITRA WEATHER FORECAST HELPLINE NUMBER    08067735999,KARNATAKA,BELGAUM,ATHNI,33:51.8
,HORTICULTURE,Fruits,Mango,Vegetative Propagation and Tissue Culture,Varietal Description,"VarietiesPlanting TimeSpacing(Feet)Grafts (acre)YieldAlphanso (Badami), Aishwarya, Pairi (Raspuri), Bangalora (Totapuri), Mulgoa, Neelam, Dasheri, Keser, Khadar, Rajgira, Panchadhara KalasaJune - July27 x 27 30 x 3050 405 - 10 Years4 - 40 (qtl. / ac)(50 - 500 Fruits/plants)11 - 20 years40 - 120 (qtl./ ac)(500 - 1500 Fruits/plants)21 years onwards120 and above (qtl./ac)(1500 fruits per plants)Hybrid varitiesMallika, Amrapalli. Neelgoa, Neelshan, RathnaVarities for pickelsAppemedi, Amlet, Kawcig patel  Special Characters",KARNATAKA,BELGAUM,GOKAK,34:16.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"Precipitation 40%Partly cloudy, a thunderstorm in parts of the area; humid",KARNATAKA,BELGAUM,CHIKODI,05:24.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk  Athini,24 Jun026.0  / 21.5 0.0  / 90.0 1.9 25 Jun17.030.0  / 23.0 80.0  / 0 10.0 26 Jun13.033.0  / 24.0 71.0  / 0 13.0 27 Jun24.032.0  / 24.0 67.0  / 0 18.0 28 Jun24.032.0  / 24.0 69.0  / 0 18.0 29 Jun26.031.0  / 23.0 74.0  / 0 15.0,KARNATAKA,BELGAUM,ATHNI,12:19.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Athni taluk,Partly cloudy with thunderstorms precipitation 100% there is a chance of rainfall today.for more information contact VARUNA MITRA WEATHER FORECAST HELPLINE NUMBER    08067735999,KARNATAKA,BELGAUM,ATHNI,17:07.8
,AGRICULTURE,Others,Others,Credit,ASKED FOR GENERAL INFORMATION,ASKED FOR GENERAL INFORMATION,KARNATAKA,BELGAUM,BYLAHONGAL,20:37.3
,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	","Shoot and fruit borer Caterpillars bore the shoots in abscence of fruits, drooping of such shoots, oozing of excretory pellets from the hole. they also bore the fruits oozing of excretory material from the infested fruits..",At the time of transplanting incorporate 250 kg. Neem cake to soil. If infestation noticed spray 2.0 ml. Malathion 50 EC./lit.water.,KARNATAKA,BELGAUM,KHANAPUR,09:06.3
,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",Asked about Plant Protection in    chilli,Suggested to the farmer as per the guidance under HORTICULTURE POP,KARNATAKA,BELGAUM,BYLAHONGAL,13:13.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Precipitation 25%Clouds breakingWinds from theWSW 15 km/hGusts: 22 km/h,KARNATAKA,BELGAUM,HUKERI,34:16.7
,AGRICULTURE,Oilseeds,Soybean (bhat),"	Plant Protection	",Asked about Plant Protection in Soyabeen Leaf eating caterpillar and Hairy caterpillar management.,Collect the gregarious form of the caterpillar and destroy. If necessary spray 1.3 ml. Manocrotophos 36 SL.OR2.0 ml. Chlorpyriphos - 20 EC. per lit. water. When caterpillars in group spraying is effective.,KARNATAKA,BELGAUM,HUKERI,38:35.4
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk athni,Thunderstorms early. Low 23ï¿½ï¿½C. Winds W at 10 to 15 km/h. Chance of rain 1,KARNATAKA,BELGAUM,ATHNI,39:03.9
,AGRICULTURE,Oilseeds,Soybean (bhat),"	Plant Protection	",Asked about Plant Protection in Soyabeen Yellow virus disease management.,Recommended to Spray any one of the insecticides in a lit. water. 2.0 ml. Manocrotophos 36 SL.OR1.7 ml. Dimethoate 30 EC.,KARNATAKA,BELGAUM,HUKERI,41:40.4
,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Sowing Time and Weather,ASKED ABOUT SOWING TIME FOR PIGEON PEA,May-June3 - 4 ft. x 0.5 ft.July2 - 3 ft.x 0.5 ft,KARNATAKA,BELGAUM,ATHNI,31:07.8
,AGRICULTURE,Others,Others,Weather,Asked  about weather reportof raybag,"Precipitation 62%A morning shower or thunderstorm in spots, then a couple of thunderstorms around",KARNATAKA,BELGAUM,RAYBAG,42:49.9
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management,Fertilizer managementFollow the same fertilizers as suggested for the main crop.Apply 30% nitrogen and entire phosphorous and potash fertilizers at 30 days after harvesting of rotoon crop.Apply 35% nitrogen at 60 days and remaining 35% nitrogen fertilizer @ 90 days for rotoon crop.Apply the nitrogen in ploughed rows on either side of ridges and furrows or surrounding rotoon seedlings at 4 - 5'' depth and cover with soil.,KARNATAKA,BELGAUM,RAYBAG,01:13.5
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked about Plant protection,"After April - May rain collect the adult beetles during evening hour.Deep repeated ploughing during JuneIncorporate 5 kg. Phorate 10 G/acre to the soil when soil moisture in optimum condition.If planted crop with severe infestation with root grubs, discourage ratooning.If the crop is infested and harvested in the month of September, if water available puddle the soil.If water available in root grubs infested areas mix 0.4 ml.Chlorpyriphos 20 EC. /m2 through irrigation water.",KARNATAKA,BELGAUM,RAYBAG,02:23.3
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked about Nutrient management,"Humic Acids & Soil Nutrients - Humic Acid With Fulvic Manufacturer ...https://www.growrichagro.com/humic-acids-soil-nutrients.htmlManufacturer of Humic Acids & Soil Nutrients - Humic Acid With Fulvic, Root Maker 1, Root maker 2 and ... Dosage, 2-3 mI/ltr. for foliar spray & 2- 4 ltr. per acre.Dosage?: ?2-3 mI/ltr. for foliar spray & 2- 4 ltr. per ...Target crops?: ?Grains, Oilseeds, Wheat, Pulses, .",KARNATAKA,BELGAUM,RAYBAG,05:20.0
,AGRICULTURE,Oilseeds,Soybean (bhat),"	Plant Protection	",Asked about plant protection in soybean,plantavax 2 gram per liter of water,KARNATAKA,BELGAUM,HUKERI,25:39.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Thunderstorms developing in the afternoon. High 32ï¿½ï¿½C. Winds W at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,RAMDURG,45:59.9
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Field Preparation	",asked for weed management,Give 3 - 4 intercultivation and control the weeds,KARNATAKA,BELGAUM,BYLAHONGAL,47:21.4
,HORTICULTURE,Vegetables,Ridge Gourd,"	Plant Protection	",Asked about plant protection in ridge gourd control of sucking pest,RECOMMENDED TO SPRAY IMIDACHLOPRID  0.5 ML LITER OF WATER or  acephate 1g per liter or dimethoate 2 ml per liter of water. if severe spray 4 days interval has a rotation of all insecticides.,KARNATAKA,BELGAUM,RAYBAG,15:39.1
,HORTICULTURE,Vegetables,Beans ,"	Plant Protection	",Asked about Plant Protection in beans,Spray 1.7 ml/litre . Dimethoate 30 EC.,KARNATAKA,BELGAUM,BYLAHONGAL,22:01.4
,AGRICULTURE,Others,Others,Weather,Asked  about weather reportof belgaum,"Precipitation 51%Mostly cloudy, a thunderstorm or two",KARNATAKA,BELGAUM,PARASGAD,35:46.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk chikodi,"There is a chance of  Precipitation 80% with thunderstorms and  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,CHIKODI,54:39.8
,AGRICULTURE,Others,,Weather,Asked about General information,Asked about General information,KARNATAKA,BELGAUM,CHIKODI,03:08.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Precipitation 41%A blend of sun and clouds; a morning shower or thunderstorm in spots, then a thunderstorm in spotsWinds from theWSW 13 km/hGusts: 28 km/hMax UV Index: 10 (Extreme)Thunderstorms: 60%",KARNATAKA,BELGAUM,HUKERI,27:18.4
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management in sugarcane,Recommended to Apply - 10:26:26 50kg/acre,KARNATAKA,BELGAUM,HUKERI,39:18.2
